"id","text","author"
"id6075","i do someone willing to hold my feet in their lap on days it is too difficult to stand the","RK"
"id6076","type of person who gives exactly what i need before i ever know i need it the type of lover","RK"
"id6077","who hears me even when i do not speak is the type of understanding i demand – the type of","RK"
"id6078","lover i need he only whispers i love you as he slips his hands down the waistband of your pants","RK"
"id6079","this is where you must understand the difference between want and need you may want that boy but you certainly","RK"
"id6080","don’t need him did you think i was a city big enough for a weekend getaway i am the town","RK"
"id6081","surrounding it the one you’ve never heard of but always pass through there are no neon lights here no skyscrapers","RK"
"id6082","or statues but there is thunder for i make bridges tremble i am not street meat i am homemade jam","RK"
"id6083","thick enough to cut the sweetest thing your lips will touch i am not police sirens i am the crackle","RK"
"id6084","of a fireplace i’d burn you and you still couldn’t take your eyes off me cause i’d look so beautiful","RK"
"id6085","doing it you’d blush i am not a hotel room i am home i am not the whiskey you want","RK"
"id6086","i am the water you need don’t come here with expectations and try to make a vacation out of me","RK"
"id6087","if he can’t help but degrade other women when they’re not looking if toxicity is central to his language he","RK"
"id6088","could hold you in his lap and be soft honey that man could feed you sugar and douse you in","RK"
"id6089","rose water but that still could not make him sweet – if you want to know the type of man","RK"
"id6090","he is you treat them like they have a heart like yours but not everyone can be as soft and","RK"
"id6091","as tender you don’t see the person they are you see the person they have the potential to be you","RK"
"id6092","give and give till they pull everything out of you and leave you empty i don’t know what living a","RK"
"id6093","balanced life feels like when i am sad i don’t cry i pour when i am happy i don’t smile","RK"
"id6094","i glow when i am angry i don’t yell i burn the good thing about feeling in extremes is when","RK"
"id6095","i love i give them wings but perhaps that isn’t such a good thing cause they always tend to leave","RK"
"id6096","and you should see me when my heart is broken i don’t grieve i shatter you were not wrong for","RK"
"id6097","leaving you were wrong for coming back and thinking you could have me when it was convenient and leave when","RK"
"id6098","it was not love is not cruel we are cruel love is not a game we have made a game","RK"
"id6099","out of love i am confident i am over you. so much that some mornings i wake up with a","RK"
"id6100","smile on my face and my hands pressed together thanking the universe for pulling you out of me. thank god","RK"
"id6101","i cry. thank god you left. i would not be the empire i am today if you had stayed. but","RK"
"id6102","then. there are some nights i imagine what i might do if you showed up. how if you walked into","RK"
"id6103","the room this very second every awful thing you’ve ever done would be tossed out the closest window and all","RK"
"id6104","the love would rise up again. it would pour through my eyes as if it never really left in the","RK"
"id6105","first place. as if it’s been practicing how to stay silent so long only so it could be this loud","RK"
"id6106","on your arrival. can someone explain that. how even when the love leaves. it doesn’t leave. how even when i","RK"
"id6107","am so past you. i am so helplessly brought back to you. what i miss most is how you loved","RK"
"id6108","me. but what i didn’t know was how you loved me so much to do with the person i was.","RK"
"id6109","it was a reflection of everything i gave to you. coming back to me. how did i not see that.","RK"
"id6110","how, did i sit here soaking in the idea that no one else would love me that way. when it","RK"
"id6111","was i that taught you. when it was i that showed you how to fill. the way i needed to","RK"
"id6112","be filled. how cruel i was to myself. giving you credit for my warmth simply because you had felt it.","RK"
"id6113","thinking it was you who gave me strength. wit. beauty. simply because you recognized it. as if i was already","RK"
"id6114","not these things before i met you. as if i did not remain all these once you left. you are","RK"
"id6115","in the habit of codepending on people to make up for what you think you lack who tricked you into","RK"
"id6116","believing another person was meant to complete you when the most they can do is complement you tell me i","RK"
"id6117","am not like most girls and learn to kiss me with your eyes closed something about the phrase– something about","RK"
"id6118","how i have to be unlike the women i call sisters in order to be wanted makes me want to","RK"
"id6119","spit your tongue out like i am supposed to be proud of you picked me as if i should be","RK"
"id6120","relieved you think i am better than them the next time he points out the hair on your legs is","RK"
"id6121","growing back remind that boy your body is not his home he is a guest warn him to never outstep","RK"
"id6122","his welcome again i like the way the stretch marks on my thighs look human and that we’re so soft","RK"
"id6123","yet rough and jungle wild hen we need to be i love that about us how capable we are of","RK"
"id6124","feeling how unafraid we are of breaking and tend to our wounds with grace just being a woman calling myself","RK"
"id6125","a woman makes me utterly whole and complete my issue with what they consider beautiful is their concept of beauty","RK"
"id6126","centers around excluding people i find hair beautiful when a woman wears it like a garden on her skin that","RK"
"id6127","is the definition of beauty big hooked noses pointing upward to the sky like they’re rising to the occasion skin","RK"
"id6128","the color of earth my ancestors planted crops on to feed a lineage of women with thighs thick as tree","RK"
"id6129","trunks eyes like almonds deeply hooded with conviction the rivers of punjab flow through my bloodstream so don’t tell me","RK"



